strategy,stock,entry_date,exit_date,entry_type,entry_price,exit_type,exit_price,shares,profit
xg3_entry_open_exit_open,AGN,2014-04-28,2014-05-05,open,199.87,open,201.11,50,62.000000000000455
xg3_entry_open_exit_open,AGN,2014-05-08,2014-05-23,open,201.13,open,213.55,49,608.5800000000008
xg3_entry_open_exit_open,AGN,2014-05-09,2014-05-23,open,196.0,open,213.55,51,895.0500000000006
xg3_entry_open_exit_open,AGN,2014-05-20,2014-05-23,open,207.73,open,213.55,48,279.36000000000104
xg3_entry_open_exit_open,CRM,2016-10-05,2016-10-10,open,68.21,open,73.58,146,784.0200000000007
xg3_entry_open_exit_open,CRM,2016-10-19,2016-10-20,open,72.61,open,72.97,137,49.31999999999992
xg3_entry_open_exit_open,CRM,2016-10-20,2016-10-20,open,72.97,open,72.97,137,0.0
xg3_entry_open_exit_open,M,2017-11-06,2017-12-08,open,18.32,open,25.37,545,3842.2500000000005
xg3_entry_open_exit_open,M,2017-11-07,2017-12-08,open,18.16,open,25.37,550,3965.5000000000005
xg3_entry_open_exit_open,M,2017-11-08,2017-12-08,open,17.51,open,25.37,571,4488.0599999999995
xg3_entry_open_exit_open,M,2017-11-22,2017-12-08,open,20.54,open,25.37,486,2347.380000000001
xg3_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
xg3_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
xg3_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
xg3_entry_open_exit_open,M,2017-11-24,2017-12-08,open,21.3,open,25.37,469,1908.8300000000002
xg3_entry_open_exit_open,M,2017-11-27,2017-12-08,open,21.14,open,25.37,473,2000.7900000000002
xg3_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
xg3_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
xg3_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
xg3_entry_open_exit_open,M,2017-11-30,2017-12-08,open,24.15,open,25.37,414,505.080000000001
xg3_entry_open_exit_open,M,2017-12-01,2017-12-08,open,23.84,open,25.37,419,641.0700000000005
xg3_entry_open_exit_open,MU,2015-07-27,2015-07-28,open,18.1,open,18.35,552,138.0
xg3_entry_open_exit_open,MU,2015-08-05,2015-08-06,open,19.18,open,18.93,521,-130.25
xg3_entry_open_exit_open,MU,2015-08-24,2015-09-04,open,13.81,open,16.3,724,1802.7600000000002
xg3_entry_open_exit_open,MU,2015-09-01,2015-09-04,open,15.8,open,16.3,632,316.0
xg3_entry_open_exit_open,MU,2015-09-02,2015-09-04,open,16.09,open,16.3,621,130.41000000000054
xg3_entry_open_exit_open,NFLX,2016-09-28,2016-10-07,open,97.1,open,103.98,102,701.760000000001
xg3_entry_open_exit_open,NFLX,2016-09-29,2016-10-07,open,97.31,open,103.98,102,680.3400000000001
xg3_entry_open_exit_open,NFLX,2016-09-30,2016-10-07,open,96.9,open,103.98,103,729.2399999999998
xg3_entry_open_exit_open,NFLX,2016-10-13,2016-10-28,open,98.01,open,126.08,102,2863.1399999999994
xg3_entry_open_exit_open,NFLX,2016-10-14,2016-10-28,open,101.59,open,126.08,98,2400.0199999999995
xg3_entry_open_exit_open,NFLX,2016-10-17,2016-10-28,open,100.5,open,126.08,99,2532.4199999999996
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-18,2016-10-28,open,116.63,open,126.08,85,803.2500000000002
xg3_entry_open_exit_open,NFLX,2016-10-19,2016-10-28,open,118.25,open,126.08,84,657.7199999999998
xg3_entry_open_exit_open,NVDA,2017-03-09,2017-03-24,open,97.91,open,108.97,102,1128.1200000000003
xg3_entry_open_exit_open,NVDA,2017-03-10,2017-03-24,open,99.61,open,108.97,100,936.0
xg3_entry_open_exit_open,NVDA,2017-03-14,2017-03-24,open,102.37,open,108.97,97,640.1999999999995
xg3_entry_open_exit_open,NVDA,2017-03-15,2017-03-24,open,102.25,open,108.97,97,651.8399999999999
xg3_entry_open_exit_open,TWX,2016-10-17,2016-11-25,open,79.03,open,92.68,126,1719.9000000000008
xg3_entry_open_exit_open,TWX,2016-10-19,2016-11-25,open,79.56,open,92.68,125,1640.0000000000005
xg3_entry_open_exit_open,TWX,2016-10-20,2016-11-25,open,79.23,open,92.68,126,1694.7000000000003
xg3_entry_open_exit_open,VZ,2013-10-14,2013-11-13,open,46.7899,open,49.88,213,658.1913
xg3_entry_open_exit_open,VZ,2013-10-17,2013-11-13,open,48.57,open,49.88,205,268.55000000000047
xg3_entry_open_exit_open,WFC,2016-10-03,2016-10-19,open,44.12,open,44.86,226,167.24000000000046
xg3_entry_open_exit_open,WFC,2016-10-04,2016-10-19,open,43.62,open,44.86,229,283.96000000000043
xg3_entry_open_exit_close,AGN,2014-04-28,2014-05-05,open,199.87,close,207.9,50,401.50000000000006
xg3_entry_open_exit_close,AGN,2014-05-08,2014-05-23,open,201.13,close,213.77,49,619.3600000000007
xg3_entry_open_exit_close,AGN,2014-05-09,2014-05-23,open,196.0,close,213.77,51,906.2700000000006
xg3_entry_open_exit_close,AGN,2014-05-20,2014-05-23,open,207.73,close,213.77,48,289.920000000001
xg3_entry_open_exit_close,CRM,2016-10-05,2016-10-10,open,68.21,close,75.1,146,1005.94
xg3_entry_open_exit_close,CRM,2016-10-19,2016-10-20,open,72.61,close,72.59,137,-2.739999999999455
xg3_entry_open_exit_close,CRM,2016-10-20,2016-10-20,open,72.97,close,72.59,137,-52.05999999999938
xg3_entry_open_exit_close,M,2017-11-06,2017-12-08,open,18.32,close,25.8,545,4076.6000000000004
xg3_entry_open_exit_close,M,2017-11-07,2017-12-08,open,18.16,close,25.8,550,4202.0
xg3_entry_open_exit_close,M,2017-11-08,2017-12-08,open,17.51,close,25.8,571,4733.589999999999
xg3_entry_open_exit_close,M,2017-11-22,2017-12-08,open,20.54,close,25.8,486,2556.3600000000006
xg3_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
xg3_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
xg3_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
xg3_entry_open_exit_close,M,2017-11-24,2017-12-08,open,21.3,close,25.8,469,2110.5
xg3_entry_open_exit_close,M,2017-11-27,2017-12-08,open,21.14,close,25.8,473,2204.1800000000003
xg3_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
xg3_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
xg3_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
xg3_entry_open_exit_close,M,2017-11-30,2017-12-08,open,24.15,close,25.8,414,683.1000000000009
xg3_entry_open_exit_close,M,2017-12-01,2017-12-08,open,23.84,close,25.8,419,821.2400000000004
xg3_entry_open_exit_close,MU,2015-07-27,2015-07-28,open,18.1,close,19.75,552,910.7999999999993
xg3_entry_open_exit_close,MU,2015-08-05,2015-08-06,open,19.18,close,18.72,521,-239.66000000000045
xg3_entry_open_exit_close,MU,2015-08-24,2015-09-04,open,13.81,close,16.82,724,2179.24
xg3_entry_open_exit_close,MU,2015-09-01,2015-09-04,open,15.8,close,16.82,632,644.6399999999998
xg3_entry_open_exit_close,MU,2015-09-02,2015-09-04,open,16.09,close,16.82,621,453.33000000000027
xg3_entry_open_exit_close,NFLX,2016-09-28,2016-10-07,open,97.1,close,104.82,102,787.4399999999998
xg3_entry_open_exit_close,NFLX,2016-09-29,2016-10-07,open,97.31,close,104.82,102,766.0199999999991
xg3_entry_open_exit_close,NFLX,2016-09-30,2016-10-07,open,96.9,close,104.82,103,815.7599999999987
xg3_entry_open_exit_close,NFLX,2016-10-13,2016-10-28,open,98.01,close,126.57,102,2913.119999999999
xg3_entry_open_exit_close,NFLX,2016-10-14,2016-10-28,open,101.59,close,126.57,98,2448.039999999999
xg3_entry_open_exit_close,NFLX,2016-10-17,2016-10-28,open,100.5,close,126.57,99,2580.9299999999994
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-18,2016-10-28,open,116.63,close,126.57,85,844.8999999999999
xg3_entry_open_exit_close,NFLX,2016-10-19,2016-10-28,open,118.25,close,126.57,84,698.8799999999994
xg3_entry_open_exit_close,NVDA,2017-03-09,2017-03-24,open,97.91,close,107.47,102,975.1200000000002
xg3_entry_open_exit_close,NVDA,2017-03-10,2017-03-24,open,99.61,close,107.47,100,786.0
xg3_entry_open_exit_close,NVDA,2017-03-14,2017-03-24,open,102.37,close,107.47,97,494.6999999999995
xg3_entry_open_exit_close,NVDA,2017-03-15,2017-03-24,open,102.25,close,107.47,97,506.3399999999999
xg3_entry_open_exit_close,TWX,2016-10-17,2016-11-25,open,79.03,close,93.2,126,1785.4200000000003
xg3_entry_open_exit_close,TWX,2016-10-19,2016-11-25,open,79.56,close,93.2,125,1705.0
xg3_entry_open_exit_close,TWX,2016-10-20,2016-11-25,open,79.23,close,93.2,126,1760.2199999999998
xg3_entry_open_exit_close,VZ,2013-10-14,2013-11-13,open,46.7899,close,49.99,213,681.6212999999998
xg3_entry_open_exit_close,VZ,2013-10-17,2013-11-13,open,48.57,close,49.99,205,291.10000000000036
xg3_entry_open_exit_close,WFC,2016-10-03,2016-10-19,open,44.12,close,45.26,226,257.6400000000001
xg3_entry_open_exit_close,WFC,2016-10-04,2016-10-19,open,43.62,close,45.26,229,375.5600000000001
xg3_entry_close_exit_open,AGN,2014-04-28,2014-05-05,close,196.9,open,201.11,50,210.5000000000004
xg3_entry_close_exit_open,AGN,2014-05-08,2014-05-23,close,197.05,open,213.55,50,825.0
xg3_entry_close_exit_open,AGN,2014-05-09,2014-05-23,close,196.18,open,213.55,50,868.5000000000002
xg3_entry_close_exit_open,AGN,2014-05-20,2014-05-23,close,206.1,open,213.55,48,357.6000000000008
xg3_entry_close_exit_open,CRM,2016-10-05,2016-10-10,close,68.42,open,73.58,146,753.3599999999994
xg3_entry_close_exit_open,CRM,2016-10-19,2016-10-20,close,72.82,open,72.97,137,20.55000000000078
xg3_entry_close_exit_open,CRM,2016-10-20,2016-10-20,close,72.59,open,72.97,137,52.05999999999938
xg3_entry_close_exit_open,M,2017-11-06,2017-12-08,close,18.16,open,25.37,550,3965.5000000000005
xg3_entry_close_exit_open,M,2017-11-07,2017-12-08,close,17.53,open,25.37,570,4468.8
xg3_entry_close_exit_open,M,2017-11-08,2017-12-08,close,17.57,open,25.37,569,4438.200000000001
xg3_entry_close_exit_open,M,2017-11-22,2017-12-08,close,20.63,open,25.37,484,2294.1600000000008
xg3_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
xg3_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
xg3_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
xg3_entry_close_exit_open,M,2017-11-24,2017-12-08,close,21.07,open,25.37,474,2038.2000000000003
xg3_entry_close_exit_open,M,2017-11-27,2017-12-08,close,21.21,open,25.37,471,1959.3600000000001
xg3_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
xg3_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
xg3_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
xg3_entry_close_exit_open,M,2017-11-30,2017-12-08,close,23.8,open,25.37,420,659.4000000000001
xg3_entry_close_exit_open,M,2017-12-01,2017-12-08,close,24.19,open,25.37,413,487.33999999999986
xg3_entry_close_exit_open,MU,2015-07-27,2015-07-28,close,18.12,open,18.35,551,126.73000000000023
xg3_entry_close_exit_open,MU,2015-08-05,2015-08-06,close,18.91,open,18.93,528,10.559999999999775
xg3_entry_close_exit_open,MU,2015-08-24,2015-09-04,close,14.44,open,16.3,692,1287.1200000000008
xg3_entry_close_exit_open,MU,2015-09-01,2015-09-04,close,15.82,open,16.3,632,303.36000000000024
xg3_entry_close_exit_open,MU,2015-09-02,2015-09-04,close,16.29,open,16.3,613,6.130000000000958
xg3_entry_close_exit_open,NFLX,2016-09-28,2016-10-07,close,97.48,open,103.98,102,663.0
xg3_entry_close_exit_open,NFLX,2016-09-29,2016-10-07,close,96.67,open,103.98,103,752.9300000000003
xg3_entry_close_exit_open,NFLX,2016-09-30,2016-10-07,close,98.55,open,103.98,101,548.4300000000007
xg3_entry_close_exit_open,NFLX,2016-10-13,2016-10-28,close,100.23,open,126.08,99,2559.1499999999996
xg3_entry_close_exit_open,NFLX,2016-10-14,2016-10-28,close,101.47,open,126.08,98,2411.7799999999997
xg3_entry_close_exit_open,NFLX,2016-10-17,2016-10-28,close,99.8,open,126.08,100,2628.0
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-18,2016-10-28,close,118.79,open,126.08,84,612.3599999999993
xg3_entry_close_exit_open,NFLX,2016-10-19,2016-10-28,close,121.87,open,126.08,82,345.21999999999946
xg3_entry_close_exit_open,NVDA,2017-03-09,2017-03-24,close,98.54,open,108.97,101,1053.4299999999992
xg3_entry_close_exit_open,NVDA,2017-03-10,2017-03-24,close,99.12,open,108.97,100,984.9999999999994
xg3_entry_close_exit_open,NVDA,2017-03-14,2017-03-24,close,101.78,open,108.97,98,704.6199999999998
xg3_entry_close_exit_open,NVDA,2017-03-15,2017-03-24,close,102.55,open,108.97,97,622.7400000000001
xg3_entry_close_exit_open,TWX,2016-10-17,2016-11-25,close,78.84,open,92.68,126,1743.8400000000004
xg3_entry_close_exit_open,TWX,2016-10-19,2016-11-25,close,79.24,open,92.68,126,1693.4400000000014
xg3_entry_close_exit_open,TWX,2016-10-20,2016-11-25,close,82.99,open,92.68,120,1162.8000000000015
xg3_entry_close_exit_open,VZ,2013-10-14,2013-11-13,close,46.81,open,49.88,213,653.9100000000001
xg3_entry_close_exit_open,VZ,2013-10-17,2013-11-13,close,48.9,open,49.88,204,199.9200000000008
xg3_entry_close_exit_open,WFC,2016-10-03,2016-10-19,close,43.83,open,44.86,228,234.84000000000026
xg3_entry_close_exit_open,WFC,2016-10-04,2016-10-19,close,43.75,open,44.86,228,253.07999999999987
xg3_entry_close_exit_close,AGN,2014-04-28,2014-05-05,close,196.9,close,207.9,50,550.0
xg3_entry_close_exit_close,AGN,2014-05-08,2014-05-23,close,197.05,close,213.77,50,836.0
xg3_entry_close_exit_close,AGN,2014-05-09,2014-05-23,close,196.18,close,213.77,50,879.5000000000002
xg3_entry_close_exit_close,AGN,2014-05-20,2014-05-23,close,206.1,close,213.77,48,368.16000000000076
xg3_entry_close_exit_close,CRM,2016-10-05,2016-10-10,close,68.42,close,75.1,146,975.279999999999
xg3_entry_close_exit_close,CRM,2016-10-19,2016-10-20,close,72.82,close,72.59,137,-31.5099999999986
xg3_entry_close_exit_close,CRM,2016-10-20,2016-10-20,close,72.59,close,72.59,137,0.0
xg3_entry_close_exit_close,M,2017-11-06,2017-12-08,close,18.16,close,25.8,550,4202.0
xg3_entry_close_exit_close,M,2017-11-07,2017-12-08,close,17.53,close,25.8,570,4713.9
xg3_entry_close_exit_close,M,2017-11-08,2017-12-08,close,17.57,close,25.8,569,4682.87
xg3_entry_close_exit_close,M,2017-11-22,2017-12-08,close,20.63,close,25.8,484,2502.2800000000007
xg3_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
xg3_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
xg3_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
xg3_entry_close_exit_close,M,2017-11-24,2017-12-08,close,21.07,close,25.8,474,2242.02
xg3_entry_close_exit_close,M,2017-11-27,2017-12-08,close,21.21,close,25.8,471,2161.89
xg3_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
xg3_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
xg3_entry_close_exit_close,M,2017-11-30,2017-12-08,close,23.8,close,25.8,420,840.0
